quadid,sentinelsite,tier3site,subsite,cellid,latitude,longitude,plot,plotsize,sampledate,samplemonth,sampleyear,biomass_gm,waterdepth,thatchheight,thatchdensity,pclive,pcdead,pcsoil,pclitter,pcaqveg,pcwater,sp1,pc_sp1,sp2,pc_sp2,sp3,pc_sp3,bioCOUNT,gps_accuracy,biotypha_gm2,bioscac_gm2,totalbiomass_gm2,salinity,distance,pc_wrack,herbbio,deadherbbio,phaubio,deadphaubio,ivfrbio,deadivfrbio,biomassstd_gm2,culmdensity_m2,culmdensitystd_m2
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,7/1/07,7,2007,226.78,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.59,46,26.15
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,7/1/04,7,2004,180.79,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.29,42.67,10.26
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,9/1/01,9,2001,178.17,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.42,38.33,5.13
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,9/1/13,9,2013,52.45,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.99,15.67,5.69
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,1/1/14,1,2014,42.77,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.8,11,6.24
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,11/1/13,11,2013,54.51,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.89,13.67,4.73
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,5/1/14,5,2014,52.74,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.42,15,8.72
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,9/1/09,9,2009,190.47,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.52,39.33,15.63
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,7/1/10,7,2010,236.54,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.76,56.33,15.01
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,7/1/03,7,2003,153.05,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.31,41.67,9.07
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,9/1/12,9,2012,121.45,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.12,38,13.08
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,1/1/08,1,2008,263.72,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.51,56,34.87
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,9/1/06,9,2006,168.49,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.17,36,16.64
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,11/1/12,11,2012,55.07,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.13,16.33,5.51
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,7/1/11,7,2011,173.69,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.17,45.33,10.12
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,7/1/01,7,2001,193.81,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.15,48.33,7.02
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,7/1/02,7,2002,184.4,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.04,44.67,6.03
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,9/1/03,9,2003,160.56,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2,42,7.81
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,1/1/09,1,2009,181.06,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.71,34.67,15.63
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,9/1/08,9,2008,246.39,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.76,47.67,22.55
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,9/1/00,9,2000,221.52,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.16,41.67,3.79
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,1/1/01,1,2001,97.52,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.4,27,11.27
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,7/1/09,7,2009,209.07,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.14,46.67,19.55
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,1/1/10,1,2010,161.74,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.44,35.67,6.81
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,9/1/10,9,2010,258.92,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.52,54,12.12
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,9/1/04,9,2004,166.05,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.95,39,16.37
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,3/1/08,3,2008,168.43,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.99,36.67,14.57
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,11/1/04,11,2004,206.42,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.44,49.67,18.5
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,5/1/13,5,2013,61.58,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.43,21.33,7.64
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,7/1/13,7,2013,48.12,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.69,15,6.08
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,5/1/01,5,2001,116.52,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.24,32.67,8.96
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,3/1/09,3,2009,198.79,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.19,43.33,16.26
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,9/1/05,9,2005,117.5,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.79,28,11.53
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,9/1/07,9,2007,181.25,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.23,39.33,14.74
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,3/1/12,3,2012,136.75,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.19,35.67,11.24
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,7/1/00,7,2000,253.96,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.1,43.67,6.03
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,7/1/08,7,2008,237.69,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.85,55,31
TS_Ph1b,Everglades,Everglades,.,1639453,25.43858,-80.59027,NA,0,7/1/06,7,2006,182.71,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.86,46.67,21.96
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,1/1/02,1,2002,380.95,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.76,29.67,5.03
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,1/1/04,1,2004,401.49,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.24,31.67,3.79
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,1/1/05,1,2005,370.87,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.23,37,2.65
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,11/1/08,11,2008,284.57,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.02,30.33,10.69
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,11/1/09,11,2009,189.78,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.35,22.33,10.41
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,11/1/04,11,2004,402.22,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.45,40,6.24
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,11/1/10,11,2010,357.27,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.5,32.33,11.5
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,11/1/05,11,2005,234.33,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.67,29.67,3.79
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,1/1/11,1,2011,256.8,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.83,31.67,8.33
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,1/1/01,1,2001,656.84,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.12,47.67,5.13
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,3/1/02,3,2002,377.36,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.91,39.67,7.02
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,3/1/09,3,2009,181.46,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.61,32,14.93
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,3/1/06,3,2006,271.54,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.9,34,3.46
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,3/1/04,3,2004,554.88,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.1,39.67,2.08
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,3/1/01,3,2001,503.76,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210.4,53,6.24
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,3/1/03,3,2003,376.83,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.93,42,5.29
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,5/1/07,5,2007,263.01,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.06,38.33,3.06
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,5/1/08,5,2008,211.82,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.73,34.67,5.86
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,5/1/09,5,2009,211.37,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.15,33.67,13.87
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,5/1/06,5,2006,310.48,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.11,36.33,2.31
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,5/1/01,5,2001,436.3,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.1,55.33,1.53
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,7/1/10,7,2010,182.84,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.98,26,3
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,7/1/02,7,2002,303.76,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.02,34.33,2.31
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,7/1/07,7,2007,342.32,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.98,43.33,3.79
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,7/1/09,7,2009,193.65,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.6,27,13.45
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,7/1/05,7,2005,205.34,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.59,29.67,0.58
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,9/1/10,9,2010,317.68,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.86,29,6.56
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,9/1/02,9,2002,322.86,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.1,30.33,6.51
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,9/1/09,9,2009,153.66,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.61,19.33,4.93
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,1/1/08,1,2008,355.18,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.46,38.67,3.06
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,1/1/03,1,2003,341.72,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.98,35,6.24
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,1/1/06,1,2006,220.55,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.94,23.67,3.51
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,11/1/03,11,2003,421.78,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.91,34.33,1.15
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,11/1/01,11,2001,415.56,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.44,38,6.56
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,11/1/07,11,2007,389.68,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.05,38.67,5.77
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,11/1/02,11,2002,352.18,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.78,34,2.65
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,1/1/10,1,2010,186.14,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.61,21.33,5.51
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,3/1/05,3,2005,360.38,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.89,48.33,4.16
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,3/1/07,3,2007,321.33,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.06,46.67,4.93
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,3/1/10,3,2010,255.8,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.68,31.67,10.02
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,5/1/04,5,2004,386.62,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.83,40.67,4.51
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,5/1/05,5,2005,236.09,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.43,35.33,9.61
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,7/1/06,7,2006,316.45,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.71,30.67,1.15
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,9/1/03,9,2003,401.45,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.93,35.33,2.52
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,9/1/05,9,2005,283.21,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.86,32.33,4.73
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,9/1/08,9,2008,235.32,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.64,31,12.29
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,9/1/07,9,2007,308.91,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.2,36,12
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,9/1/04,9,2004,345.83,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.56,40.67,3.51
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,3/1/08,3,2008,253.6,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.61,40.67,9.29
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,9/1/01,9,2001,536.5,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.74,52.67,11.02
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,9/1/06,9,2006,398.41,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.58,37,5.29
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,7/1/08,7,2008,307.04,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.89,41,15.13
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,7/1/03,7,2003,333.79,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.4,41.33,10.12
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,7/1/04,7,2004,351.37,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.26,47,1
SRS3,Everglades,Everglades,.,1826677,25.46821,-80.85328,NA,0,7/1/01,7,2001,548.99,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.76,62.67,3.79
